timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping
109888991,0.0129181715,0.0021615205,-0.00024693197,5002,0,-0.2138305,-0.19343548,-9.765255,5002,0
109894006,0.005822851,0.0010477174,0.0012404763,5015,0,-0.24262048,-0.23339488,-9.846705,5015,0
109899001,-0.008852109,0.0016545645,0.0013647943,4995,0,-0.21316516,-0.23640667,-9.8035145,4995,0
109904009,-0.005392226,0.004802105,0.0022591145,5008,0,-0.22496933,-0.18869464,-9.816877,5008,0
109954026,-0.005020228,0.0030548482,0.001272049,5003,0,-0.2036715,-0.2041258,-9.763877,5003,0
109959032,0.001939933,0.0028305987,0.00050760433,5006,0,-0.22304745,-0.19732237,-9.757625,5006,0
109964031,0.008742913,0.0031075268,-0.00039676134,4999,0,-0.19859175,-0.1965348,-9.760785,4999,0
109969034,0.007843285,0.0024417534,0.001138535,5003,0,-0.23892663,-0.21690486,-9.788049,5003,0
109974042,0.000107646745,0.0013843875,0.0007231451,5008,0,-0.24755807,-0.23298983,-9.788237,5008,0
109979045,-0.0033148043,0.00094686076,0.0029720447,5003,0,-0.19951935,-0.25426474,-9.719676,5003,0
110189163,8.172416e-05,0.0021034235,0.0014314395,5004,0,-0.23856804,-0.20941749,-9.780052,5004,0
110194187,0.0020342767,0.0025375665,0.001292152,5024,0,-0.213106,-0.18950713,-9.790836,5024,0
110199213,0.00263669,0.002470503,0.0017867659,5026,0,-0.2172084,-0.17711936,-9.809112,5026,0
110204206,0.0019321106,0.0032115513,4.2311625e-05,4993,0,-0.22529005,-0.18398467,-9.79397,4993,0
110209190,0.004278008,0.0046893223,-2.7979326e-05,4984,0,-0.22339089,-0.17848366,-9.7670765,4984,0
110214192,0.006928734,0.004694353,0.0014399803,5002,0,-0.26165876,-0.18998127,-9.744242,5002,0
110249190,0.009319286,0.0026811152,0.001390897,5002,0,-0.21618505,-0.30082202,-9.776589,5002,0
110254247,0.0027207313,0.000777032,0.0015285901,5057,0,-0.24726155,-0.33017582,-9.788185,5057,0
110259197,-0.004253638,0.005353875,0.0007753135,4950,0,-0.23290953,-0.26164216,-9.824806,4950,0
110264198,-0.0060256757,-0.00033073445,0.0027167846,5001,0,-0.19784448,-0.24367017,-9.6977415,5001,0
110269203,-0.0030782865,0.0017399959,0.00010035067,5005,0,-0.2229551,-0.23527297,-9.708558,5005,0
110274213,-0.0012868078,0.002886564,0.0017973818,5010,0,-0.24865071,-0.23174301,-9.7403,5010,0
110294211,0.0005972069,0.0025759728,0.00047005565,5007,0,-0.2764484,-0.14015648,-9.77408,5007,0
110299219,0.0021432696,0.0014151745,-0.0008395779,5008,0,-0.23958115,-0.15874058,-9.787022,5008,0
110304212,0.0042739245,0.0035818696,0.0015861329,4993,0,-0.24069002,-0.18560442,-9.741269,4993,0
110309215,0.004055601,0.0036952444,0.0007834456,5003,0,-0.2542842,-0.2243382,-9.83383,5003,0
110314222,0.0037719249,0.0033565473,0.0022880866,5007,0,-0.25129396,-0.19878067,-9.766622,5007,0
110359252,2.478887e-06,0.0011379808,0.00048458492,4983,0,-0.22274366,-0.22511311,-9.792177,4983,0
110364239,0.0029139211,0.0028493505,0.00046292352,4987,0,-0.23795433,-0.21185409,-9.776413,4987,0
110369247,0.0028381743,0.0021676987,0.0008842345,5008,0,-0.24976207,-0.22918908,-9.744948,5008,0
110374264,-0.002717313,0.00217172,-0.00043916499,5017,0,-0.25860578,-0.2084871,-9.792386,5017,0
110379255,-0.007709958,0.00038895843,0.0017391436,4991,0,-0.22505921,-0.16375367,-9.761383,4991,0
110384266,-0.004015808,0.003004584,0.0019826617,5011,0,-0.23552123,-0.14972198,-9.714119,5011,0
110389261,0.005100865,0.0010661015,0.0008485202,4995,0,-0.23274906,-0.16196261,-9.687651,4995,0
110419283,0.003092895,0.0017419057,0.0018743004,5011,0,-0.20759141,-0.1910232,-9.771846,5011,0
110424280,0.0078059575,0.0037461205,0.001519538,4997,0,-0.23191802,-0.2264288,-9.776363,4997,0
110429289,0.009896392,0.0031030753,0.00029174853,5009,0,-0.21005973,-0.22251639,-9.764363,5009,0
110434284,0.0043054996,0.001696132,0.0012178714,4995,0,-0.1923698,-0.23849644,-9.767554,4995,0
110439292,-0.001624806,0.0010211614,0.002662592,5008,0,-0.17132147,-0.24872015,-9.785295,5008,0
110474311,-0.0031564073,0.0016170638,0.0004159183,5008,0,-0.22325952,-0.21313986,-9.733914,5008,0
110479306,-0.002161477,0.0015850296,-0.00011099522,4995,0,-0.24772763,-0.22841622,-9.731025,4995,0
110484316,-0.000955816,0.001244338,0.0005580882,5010,0,-0.24608019,-0.20283723,-9.731657,5010,0
110489315,-0.0006398602,0.0005960482,0.002269878,4999,0,-0.25231135,-0.16738081,-9.783899,4999,0
110494321,0.0017066431,0.0018750061,0.0015543896,5006,0,-0.2644578,-0.19055933,-9.786852,5006,0
110499325,-0.00091412565,-0.00056468404,0.0023461892,5004,0,-0.2332502,-0.21647185,-9.743606,5004,0
110504324,-0.002175518,0.0017108915,0.0028962027,4999,0,-0.21554135,-0.16321804,-9.780559,4999,0
110514327,0.003723753,0.0013969762,0.0013419561,5003,0,-0.23457174,-0.17132716,-9.733604,5003,0
110519330,0.00396857,0.0015916975,0.0011442768,5003,0,-0.2527106,-0.18931188,-9.809637,5003,0
110524331,0.0038398132,0.0018480904,0.00058757927,5001,0,-0.23919445,-0.2366327,-9.789943,5001,0
110529335,0.0033296603,0.0030862587,0.0011910747,5004,0,-0.2251732,-0.24509369,-9.765108,5004,0
110534360,0.005292171,0.002524599,0.0022258593,5025,0,-0.23746532,-0.24750127,-9.742631,5025,0
110584363,-0.0015893857,0.0032318127,0.0010909548,5001,0,-0.2344805,-0.2357823,-9.78,5001,0
110589377,-0.002669988,0.0026785769,-0.0011670331,5014,0,-0.19923037,-0.21528666,-9.746603,5014,0
110594368,0.0022358997,0.005132362,0.00073008466,4991,0,-0.2465041,-0.19082248,-9.776573,4991,0
110599388,0.003193374,0.0017758723,0.0012440718,5020,0,-0.25690112,-0.20099877,-9.778274,5020,0
110604382,0.002725096,0.0018123181,0.0008520908,4994,0,-0.29567283,-0.19196533,-9.788554,4994,0
110609391,0.0016184608,0.0021103926,0.0015360217,5009,0,-0.22341067,-0.209234,-9.824223,5009,0
110614381,0.00021641556,0.0015286027,0.0018812453,4990,0,-0.21365926,-0.22804278,-9.772409,4990,0
110619397,-0.00047632778,0.0030586405,0.001821766,5016,0,-0.2355562,-0.24128771,-9.764019,5016,0
110669414,-0.0020920176,0.002197228,0.0006824042,4994,0,-0.25231126,-0.22126473,-9.765323,4994,0
110674413,0.0011796207,0.0030658871,0.002051563,4999,0,-0.25510722,-0.21224062,-9.699817,4999,0
110679412,0.0018101428,0.0035133467,0.00095337123,4999,0,-0.24602088,-0.19065379,-9.6969795,4999,0
110684415,0.005059288,0.0018784073,0.0009813246,5003,0,-0.22888117,-0.20292647,-9.746694,5003,0
110754455,-0.011188073,0.0006985331,0.0013470674,5002,0,-0.21152584,-0.26358217,-9.761098,5002,0
110759455,-0.008996166,0.0006543116,0.0012871722,5000,0,-0.23911443,-0.2578393,-9.7186165,5000,0
110764468,0.00065462064,0.0015764426,0.00053750834,5013,0,-0.22537872,-0.22407311,-9.718423,5013,0
110769464,0.0068705087,0.0009510083,0.000619797,4996,0,-0.22126055,-0.20417511,-9.733716,4996,0
110774466,0.005600182,0.0022000212,0.0011857919,5002,0,-0.2257544,-0.20233832,-9.761127,5002,0
110779468,-0.00059496355,0.00065331854,0.0018209828,5002,0,-0.20772712,-0.21346544,-9.781544,5002,0
110784471,-0.0071976837,0.0009081871,0.0013095697,5003,0,-0.21895662,-0.16730008,-9.735643,5003,0
110794477,0.0020198321,0.0011761304,0.00045681963,4989,0,-0.24896128,-0.18380563,-9.74451,4989,0
110799484,0.008933564,0.002258723,0.00049745536,5007,0,-0.28111103,-0.19965416,-9.770221,5007,0
110804485,0.005220055,0.0021478601,0.0004316475,5001,0,-0.26464996,-0.22799814,-9.768689,5001,0
110809486,-0.000144013,0.0030428125,0.0018816536,5001,0,-0.2663256,-0.20983821,-9.798284,5001,0
110814486,-0.0044300403,0.0018305242,0.004020417,5000,0,-0.20889442,-0.22360024,-9.73859,5000,0
110874538,-0.002891014,0.0016357242,0.002030931,5011,0,-0.21736602,-0.1807456,-9.746812,5011,0
110879519,-0.00045475847,0.0037984285,0.000868191,4981,0,-0.2284611,-0.16894422,-9.721759,4981,0
110884522,0.0071966434,0.004864221,0.0022190972,5003,0,-0.21557342,-0.14437756,-9.764278,5003,0
110889524,0.010691276,0.0029964023,0.00075267465,5002,0,-0.21393545,-0.21595514,-9.7909,5002,0
110894529,0.0020992707,0.00041404265,0.0016991587,5005,0,-0.23529439,-0.21046622,-9.734264,5005,0
110899538,-0.0074601527,0.002281619,0.0008538732,5009,0,-0.22724888,-0.24983115,-9.782219,5009,0
110904542,-0.008284852,0.0022240821,-6.403991e-05,5004,0,-0.20793936,-0.20595218,-9.718831,5004,0
110909535,-6.0719856e-05,0.002991668,0.0016749873,4993,0,-0.23732404,-0.2072673,-9.731393,4993,0
110929546,0.0020797362,0.005319849,0.0015295317,5003,0,-0.2388768,-0.24304329,-9.780119,5003,0
110934572,0.002840712,0.001090812,0.0014641102,5026,0,-0.22067395,-0.23388715,-9.728531,5026,0
110939561,9.004829e-05,0.0018370795,0.0028187104,4989,0,-0.23996574,-0.23759972,-9.766264,4989,0
110944556,-0.0043669436,0.003169859,0.00084983156,4995,0,-0.23520045,-0.21890143,-9.807823,4995,0
110949556,-0.0048741214,-0.0008595944,0.00070467795,5000,0,-0.18180484,-0.24831912,-9.753674,5000,0
111019594,0.003944742,0.002208564,0.00025681918,5000,0,-0.19509767,-0.24842836,-9.700241,5000,0
111024617,0.0072573028,0.0023495308,0.0010866128,5023,0,-0.20952162,-0.25156608,-9.731487,5023,0
111029602,0.0040546856,0.0012838738,0.00094355375,4985,0,-0.21697778,-0.25500074,-9.782417,4985,0
111034605,0.0021437511,0.0020817656,2.6825437e-05,5003,0,-0.23319827,-0.24722278,-9.771245,5003,0
111039604,-0.00055927486,0.0017569769,0.0018858119,4999,0,-0.18455243,-0.21137336,-9.737979,4999,0
111044625,0.002834916,0.0024902257,0.0003313578,5021,0,-0.22308479,-0.17723568,-9.76237,5021,0
111049610,0.005124525,0.00031145476,0.0012182153,4985,0,-0.23892681,-0.20007703,-9.787448,4985,0
111054631,0.0015213962,0.002639503,0.00022324017,5021,0,-0.26674303,-0.22268285,-9.813553,5021,0
111059615,-0.0009438505,0.0024339326,0.00035505873,4984,0,-0.24732555,-0.2219651,-9.79807,4984,0
111064633,-0.0034911542,0.004625145,0.0016872109,5018,0,-0.26640767,-0.21524505,-9.781246,5018,0
111069623,-0.00025731372,0.0030017372,0.0019145686,4990,0,-0.21787763,-0.20634387,-9.737509,4990,0
111104643,0.0065357154,0.0032584236,0.00095111254,4993,0,-0.25801852,-0.23173721,-9.789232,4993,0
111109642,-0.0013818034,0.0010347076,-5.1084535e-05,4999,0,-0.23331243,-0.22545405,-9.810645,4999,0
111114647,-0.007746372,0.00090370263,0.0012767959,5005,0,-0.24412605,-0.2224148,-9.821691,5005,0
111119647,-0.0037995356,0.003258462,0.0020175157,5000,0,-0.260913,-0.23609558,-9.766952,5000,0
111124654,0.001741471,0.00146993,0.0020643687,5007,0,-0.22491224,-0.23258476,-9.723514,5007,0
111129680,0.004352449,0.001266334,0.0022450883,5026,0,-0.19993342,-0.2632041,-9.750805,5026,0
111159668,0.004174216,0.0015789317,0.0008302836,5000,0,-0.24148759,-0.1678864,-9.733793,5000,0
111164675,-0.002073153,0.001149011,0.00035363587,5007,0,-0.22386742,-0.20641351,-9.7521515,5007,0
111169674,-0.003951518,0.0013512747,0.001638269,4999,0,-0.23654622,-0.21261452,-9.823184,4999,0
111174679,-0.002162551,0.0017388681,0.0016550663,5005,0,-0.2253452,-0.20339301,-9.784059,5005,0
111179679,3.7514812e-05,0.00016103353,0.0021327473,5000,0,-0.21884474,-0.19906405,-9.735054,5000,0
111184686,0.00030654616,0.002209985,-0.00011591167,5007,0,-0.20012015,-0.21463254,-9.754009,5007,0
111189685,0.0011110579,0.0026504474,0.0015903537,4999,0,-0.22804382,-0.2354786,-9.7725115,4999,0
111244725,-0.012025155,0.0029052712,0.0026901744,5011,0,-0.21005908,-0.26627442,-9.747469,5011,0
111249717,-0.008432027,0.00035576,-0.000107597545,4992,0,-0.24703616,-0.1995759,-9.805851,4992,0
111254722,0.00024794208,0.0030899236,0.00053354766,5005,0,-0.25224596,-0.15885347,-9.757875,5005,0
111259722,0.007126105,0.003015684,0.000667301,5000,0,-0.23827118,-0.14931542,-9.747852,5000,0
111264741,0.009765951,0.0025962363,0.00060666696,5019,0,-0.22842836,-0.16613643,-9.7587185,5019,0
111294743,0.0063098683,0.001922826,0.0019760744,5005,0,-0.23476772,-0.23105773,-9.738401,5005,0
111299830,0.002285489,0.0018149951,0.0022469037,5087,0,-0.21521202,-0.2620307,-9.808351,5087,0
111304762,0.00091402314,0.00095749047,0.0019533995,4932,0,-0.19901511,-0.27473137,-9.725074,4932,0
111309749,-0.0030610894,0.0007913281,1.1853711e-05,4987,0,-0.21711174,-0.25484112,-9.761312,4987,0
111314755,-0.003827948,0.0020611647,-0.00017051026,5006,0,-0.20563224,-0.22899668,-9.741163,5006,0
111319757,-0.0016179149,0.0021875165,0.00093482324,5002,0,-0.20467715,-0.2490167,-9.692129,5002,0
111324764,-0.0006058085,0.0019625975,-0.0006528518,5007,0,-0.14843017,-0.23544247,-9.758974,5007,0
111334765,-0.0044411183,0.0006984716,0.0026070203,5005,0,-0.23059382,-0.21808337,-9.777455,5005,0
111339765,-0.0028752119,0.00086334813,0.0012812772,5000,0,-0.2296795,-0.22655345,-9.772507,5000,0
111344768,0.004205067,0.0008407003,0.0015812848,5003,0,-0.25862783,-0.18285736,-9.782167,5003,0
111349773,0.004401931,0.001968157,0.00087235105,5005,0,-0.25087965,-0.19913928,-9.76654,5005,0
111354789,0.0010087586,0.0017953801,0.0017203479,5016,0,-0.22989134,-0.22586733,-9.724856,5016,0
111389791,0.0012473874,0.0021906416,0.00090356386,4993,0,-0.22051965,-0.21408099,-9.762646,4993,0
111394803,0.001542203,0.0006928084,0.0031612446,5012,0,-0.21887262,-0.21388747,-9.786232,5012,0
111399804,0.0040777135,0.0019382518,0.0017823961,5001,0,-0.23057738,-0.23401874,-9.824561,5001,0
111404810,0.0035963221,0.002181131,0.0018351446,5006,0,-0.23008914,-0.27129564,-9.814488,5006,0
111409802,0.0014613343,0.0029033956,0.0019448817,4992,0,-0.23815499,-0.26816055,-9.780494,4992,0
111414818,-0.0028649105,0.0016223841,0.00019700499,5016,0,-0.2276488,-0.25665832,-9.7649765,5016,0
111434818,0.001303546,0.0028282735,-0.0008030174,5005,0,-0.20165332,-0.22793859,-9.782027,5005,0
111439820,-0.0024025212,0.0016945244,0.0012447487,5002,0,-0.20259999,-0.2150562,-9.743289,5002,0
111444823,-0.0010880793,-0.0003805332,0.0003134892,5003,0,-0.20376992,-0.1904888,-9.74027,5003,0
111449824,0.00026425504,0.0017194448,0.00044616626,5001,0,-0.2504419,-0.17338778,-9.816673,5001,0
111454834,0.0008230218,0.0026145668,0.0018734533,5010,0,-0.22521938,-0.17710166,-9.803808,5010,0
111484842,0.0071510444,0.003756823,0.0013771002,4999,0,-0.2409464,-0.23092885,-9.714332,4999,0
111489845,0.007249985,0.0032569256,0.0013146088,5003,0,-0.25762004,-0.22787715,-9.770179,5003,0
111494857,0.008025531,0.0019175166,0.002074286,5012,0,-0.22206923,-0.20044398,-9.765523,5012,0
111499852,-0.0037205203,0.0025048722,0.0004966578,4995,0,-0.21149476,-0.26133496,-9.758175,4995,0
111504855,-0.004960087,0.0045280033,0.0028886395,5003,0,-0.27753597,-0.16708934,-9.797866,5003,0
111509856,0.007829777,0.0022002365,0.0014725559,5001,0,-0.2274015,-0.23418216,-9.693094,5001,0
111519865,0.0051658666,0.0033648163,0.0016657838,4998,0,-0.21126024,-0.24941887,-9.801662,4998,0
111524864,-0.006774933,0.0030631563,0.001325867,4999,0,-0.22672743,-0.2881743,-9.83343,4999,0
111529866,-0.004298207,0.0012568956,-0.0006946714,5002,0,-0.19707754,-0.24866554,-9.788765,5002,0
111534878,-0.0007837235,0.0024176007,3.5432917e-05,5012,0,-0.22577702,-0.2348163,-9.769845,5012,0
111539875,0.010235076,0.003622036,0.0025614435,4997,0,-0.26549476,-0.26152852,-9.652909,4997,0
111544883,0.0017156899,0.0013135126,0.00025770365,5008,0,-0.32123232,-0.2606994,-9.771973,5008,0
111564885,0.013220332,0.0036146867,0.00021780793,5000,0,-0.24899969,-0.19893728,-9.775241,5000,0
111569888,0.007382646,0.0022238314,1.2015004e-05,5003,0,-0.25438556,-0.21862122,-9.809317,5003,0
111574929,-0.0011881312,0.0022938214,0.0017014939,5041,0,-0.23770216,-0.20937544,-9.736063,5041,0
111579906,-0.005271737,0.0020851523,0.0031523493,4977,0,-0.20236336,-0.20561032,-9.733555,4977,0
111584896,-0.0035057322,0.00030733837,0.0010473832,4990,0,-0.18042547,-0.22881658,-9.671773,4990,0
111589899,0.005972575,0.002188447,-0.00019458802,5003,0,-0.21833217,-0.21595877,-9.74765,5003,0
111594909,0.0044218535,0.0014858049,0.00021286403,5010,0,-0.21969463,-0.24827136,-9.785409,5010,0
111639946,-0.0068324,0.0005394566,0.00087245065,4999,0,-0.19483419,-0.2602263,-9.832379,4999,0
111644928,-0.0099033145,0.0013021311,0.0018420878,4982,0,-0.18896031,-0.20169145,-9.755498,4982,0
111649937,-0.0054915207,0.001584134,-0.00027142494,5009,0,-0.22262746,-0.20009099,-9.750188,5009,0
111654936,0.0012512202,0.002684592,0.0015943841,4999,0,-0.20028652,-0.19907197,-9.754331,4999,0
111659961,0.006848335,0.00082338846,0.0020592257,5025,0,-0.23465611,-0.23459063,-9.745873,5025,0
111689952,0.0040526716,0.0025251997,0.0013551636,5004,0,-0.21663246,-0.23618904,-9.792024,5004,0
111694991,0.0035552366,0.0040443833,0.0006981057,5039,0,-0.23618485,-0.25451717,-9.789757,5039,0
111699967,-0.0008248044,0.0038874878,0.0014155225,4976,0,-0.19444893,-0.24587688,-9.755077,4976,0
111704965,-0.00012116789,0.002441319,0.0012246065,4998,0,-0.18587214,-0.23694317,-9.738541,4998,0
111709968,0.005559587,0.0032898285,0.00065409753,5003,0,-0.21537286,-0.21573552,-9.730964,5003,0
111715016,0.013845786,0.0026103172,0.0006916825,5048,0,-0.2530335,-0.207615,-9.7431555,5048,0
111719983,0.014689445,0.001293301,0.0023624967,4967,0,-0.25385475,-0.20808908,-9.732162,4967,0
111724997,0.0048652957,0.0022723675,0.002165666,5014,0,-0.26310503,-0.21961097,-9.796072,5014,0
111730006,-0.0047900695,0.002661524,0.0014182086,5009,0,-0.22031784,-0.2010564,-9.795544,5009,0
111735038,-0.0017826032,0.0031335077,0.0013539068,5032,0,-0.21423577,-0.20620815,-9.781263,5032,0
111740002,0.005034526,0.002001945,0.0015351023,4964,0,-0.24143505,-0.21050286,-9.730023,4964,0
111745023,0.007030109,0.0032940018,0.0024894883,5021,0,-0.22040968,-0.22835362,-9.774011,5021,0
111775014,0.005765568,0.00077091245,0.00016459223,4974,0,-0.22759493,-0.24029517,-9.801153,4974,0
111780016,-0.002656949,0.0033191906,0.0004972009,5002,0,-0.20836587,-0.24139605,-9.783525,5002,0
111785010,-0.0057716775,0.003834566,0.00088468706,4994,0,-0.21613939,-0.23909134,-9.74568,4994,0
111790012,-0.0016034013,0.0013972052,0.0006737105,5002,0,-0.23105146,-0.21928456,-9.736897,5002,0
111795028,0.0026552163,-0.00020892151,0.0016562543,5016,0,-0.25181103,-0.21394587,-9.760749,5016,0
111800027,0.001086411,0.001632408,0.0010490045,4999,0,-0.2406074,-0.2459925,-9.773876,4999,0
111805013,-0.0023132164,0.0036327557,0.0024178894,4986,0,-0.24932148,-0.24401584,-9.788798,4986,0
111810030,-0.0013042045,0.0013869338,0.0007331761,5017,0,-0.20186211,-0.22301032,-9.757033,5017,0
111820022,0.0043629305,0.0037531308,0.0015257717,4996,0,-0.20241196,-0.20107305,-9.771237,4996,0
111825024,0.0031747557,0.0021441577,0.0017713294,5002,0,-0.19434226,-0.21375349,-9.762618,5002,0
111830030,-0.0024996751,0.0023267507,0.0016767605,5006,0,-0.20225717,-0.20535637,-9.754275,5006,0
111835039,-7.979793e-05,0.0026876924,0.0017381423,5009,0,-0.22159126,-0.20462593,-9.745097,5009,0
111840032,0.008360361,0.0015748361,0.000401711,4993,0,-0.21509469,-0.18358612,-9.732346,4993,0
111870048,0.0005362994,0.0023269802,0.0013534211,4990,0,-0.20822378,-0.24585253,-9.778824,4990,0
111875060,0.0052781957,0.0031187977,0.00036919172,5012,0,-0.2011349,-0.21852076,-9.752051,5012,0
111880054,0.0066181845,0.0026306747,0.0004371462,4994,0,-0.21768521,-0.25996536,-9.760742,4994,0
111885056,-0.00022524597,0.0016279533,0.002678084,5002,0,-0.22845475,-0.2543295,-9.766439,5002,0
111890059,-0.0018867842,0.003590484,0.002436831,5003,0,-0.21513763,-0.21394534,-9.816795,5003,0
111895071,0.0015839123,0.0028843293,0.0008263189,5012,0,-0.21105099,-0.25052676,-9.7925005,5012,0
111905067,0.001547246,0.0034982169,4.8028e-05,4993,0,-0.22609726,-0.2598165,-9.771536,4993,0
111910069,-0.0003568878,0.0026785824,0.0007292803,5002,0,-0.24165224,-0.20688331,-9.767704,5002,0
111915125,0.00010212329,0.0017249965,0.0014806829,5056,0,-0.25494072,-0.2096546,-9.76911,5056,0
111920075,-0.00028666513,0.0020593551,0.0009909192,4950,0,-0.23463805,-0.22440363,-9.744137,4950,0
111925078,0.0013618364,0.0020388176,0.00096113543,5003,0,-0.23539178,-0.23996036,-9.7345915,5003,0
112025131,0.0026253692,0.0022396145,0.0013622285,5002,0,-0.2063778,-0.21399303,-9.770395,5002,0
112030134,-0.00021413842,0.0020625296,0.0005941585,5003,0,-0.24242191,-0.19117439,-9.749214,5003,0
112035137,-0.00057807815,0.0011122343,0.0015677342,5003,0,-0.2348217,-0.21640837,-9.72077,5003,0
112040139,0.004316655,0.0017441183,0.0019165725,5002,0,-0.22560328,-0.24627303,-9.741104,5002,0
112045142,0.0031472638,0.0022815699,0.0003006774,5003,0,-0.2328309,-0.23972496,-9.776116,5003,0
112050144,-0.0013855966,0.0025932242,0.00024286054,5002,0,-0.25278065,-0.2304195,-9.775091,5002,0
112055147,-0.0013660243,0.0030977633,0.0022816956,5003,0,-0.24652869,-0.248366,-9.755109,5003,0
112095182,0.0023928713,0.002406893,0.00044258544,5016,0,-0.22359784,-0.25442433,-9.757082,5016,0
112100171,-0.0011950651,0.0024983461,0.0020058837,4989,0,-0.19865172,-0.25372785,-9.733345,4989,0
112105181,-0.0017134655,0.000903698,0.0005840479,5010,0,-0.21915126,-0.23253329,-9.764255,5010,0
112110187,-0.0007105873,0.00027908283,0.0014838537,5006,0,-0.23241377,-0.23051254,-9.7335415,5006,0
112115180,0.0044721994,0.0024372516,0.00032663022,4993,0,-0.21161754,-0.2269498,-9.786229,4993,0
112160206,0.00020647036,0.0019304447,0.0011315627,5005,0,-0.22611345,-0.22685471,-9.751018,5005,0
112165209,0.004852791,0.002235082,0.0006207056,5003,0,-0.20289622,-0.21645634,-9.743717,5003,0
112170276,0.002674288,0.0034279765,0.002116552,5067,0,-0.22571135,-0.20015252,-9.709529,5067,0
112175268,0.002848367,0.0028346544,0.001236609,4992,0,-0.22768399,-0.21572825,-9.740048,4992,0
112180214,0.0024517137,0.0024719231,0.000526835,4946,0,-0.24098861,-0.19907959,-9.719912,4946,0
112185218,0.00056945824,0.0008205925,0.00082453183,5004,0,-0.22715743,-0.20625067,-9.738465,5004,0
112190230,-0.002095852,0.0019850743,0.0013117136,5012,0,-0.22338443,-0.21403451,-9.766614,5012,0
112205233,0.005100469,0.003257101,0.0011640306,5004,0,-0.2084341,-0.22474311,-9.813275,5004,0
112210238,-6.0506045e-05,0.0026090513,0.0011244771,5005,0,-0.19675669,-0.22629032,-9.801935,5005,0
112215280,-0.0035793204,0.0012604847,0.0013909995,5042,0,-0.19819275,-0.2198653,-9.792695,5042,0
112220237,0.0029895762,0.0061282595,0.0020411483,4957,0,-0.2160281,-0.19273864,-9.691348,4957,0
112225256,0.0013060713,0.0012228318,0.0022882316,5019,0,-0.26519638,-0.22786885,-9.7523775,5019,0
112245249,0.0068670595,0.003974504,0.0016939114,4991,0,-0.23544182,-0.23853026,-9.802821,4991,0
112250255,0.003740735,0.0035980805,0.0008708335,5006,0,-0.23143806,-0.23952334,-9.776926,5006,0
112255296,0.00010659769,0.002128089,0.0023248426,5041,0,-0.234839,-0.22166587,-9.795535,5041,0
112260261,0.00095380127,0.0017164141,0.0007928962,4965,0,-0.24436653,-0.2511698,-9.802643,4965,0
112265260,0.0006917649,0.0027423494,0.0007892059,4999,0,-0.23407707,-0.21445394,-9.72639,4999,0
112270266,0.004733302,0.0022408634,0.0008877202,5006,0,-0.20950234,-0.23705666,-9.778109,5006,0
112275283,0.0008699089,0.0011872399,0.0021662295,5017,0,-0.21764195,-0.23108058,-9.74725,5017,0
112300295,0.0088687735,0.0026773217,0.00079538015,5003,0,-0.21483313,-0.21805464,-9.79284,5003,0
112305290,-4.9847644e-05,0.0017379294,0.0023098157,4995,0,-0.21786769,-0.23497207,-9.798793,4995,0
112310296,-0.0027346518,0.0025113812,0.0011157568,5006,0,-0.25471702,-0.2039159,-9.784375,5006,0
112315304,-0.006732296,-0.00087012467,0.0023495033,5008,0,-0.22538204,-0.20074452,-9.717486,5008,0
112320290,-0.0011862806,0.002806974,0.0015078355,4986,0,-0.2113408,-0.18764284,-9.722314,4986,0
112355311,0.0041295555,0.0029165295,0.0010761704,5002,0,-0.20949826,-0.25337237,-9.824791,5002,0
112360320,-0.006768786,-0.0002777773,0.0009632086,5009,0,-0.21300024,-0.2254686,-9.81361,5009,0
112365326,-0.010102563,0.0016665949,0.0012228502,5006,0,-0.24196608,-0.2198867,-9.759205,5006,0
112370316,-0.0009156235,0.0026122949,0.00166039,4990,0,-0.24385105,-0.2129928,-9.731886,4990,0
112375329,0.0066688494,0.0030921504,0.0016377415,5013,0,-0.24404722,-0.19682962,-9.731861,5013,0
112380322,0.0120124025,0.0020320565,0.001124408,4993,0,-0.21706912,-0.2162383,-9.750121,4993,0
112395346,0.00052526774,0.002120426,0.0012211938,5019,0,-0.256468,-0.2598359,-9.7962475,5019,0
112400341,0.00077655195,8.727108e-06,0.001465985,4995,0,-0.23407212,-0.27165145,-9.776253,4995,0
112405335,-0.004454578,0.0008009557,0.0009102105,4994,0,-0.23537855,-0.2814043,-9.779577,4994,0
112410353,-0.011706072,0.00088752806,0.0026486004,5018,0,-0.26001325,-0.2373036,-9.788622,5018,0
112415343,-0.009794221,0.002065425,0.0021694284,4990,0,-0.23076811,-0.22359537,-9.699512,4990,0
112505404,-0.0053453306,0.0028002854,-0.00010592575,5001,0,-0.2482383,-0.20684496,-9.767117,5001,0
112510410,-0.0015079315,0.0022524004,0.0011692245,5006,0,-0.21098712,-0.16995075,-9.723863,5006,0
112515397,-0.0007722029,0.0025125002,0.0013325283,4987,0,-0.20761752,-0.23590076,-9.730441,4987,0
112520401,0.004040276,0.001702177,0.00027891988,5004,0,-0.22286972,-0.22763881,-9.745283,5004,0
112525404,0.0037202234,0.0033777098,0.0007296486,5003,0,-0.23161611,-0.21527998,-9.76631,5003,0
