timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
153454388,153453311,2162698,2162698,5.9294257e-06,1.2003846e-05,1.0901283e-05,-0.0012246504,-0.0010765579,-0.048798736,5014,5014,0
153954780,153953633,2162698,2162698,9.394394e-06,8.109905e-06,9.574871e-06,-0.001226771,-0.0011835615,-0.04922781,5035,5035,0
154455019,154453873,2162698,2162698,3.6390575e-06,4.8046772e-06,9.6970025e-06,-0.0010734258,-0.0010755042,-0.04881379,5005,5005,0
156456162,156455040,2162698,2162698,1.588046e-05,8.266637e-06,8.971146e-06,-0.001147748,-0.0011535025,-0.049131803,5025,5025,0
156956360,156955309,2162698,2162698,1.725661e-05,8.955578e-06,9.005819e-06,-0.0010175204,-0.0010912373,-0.048798617,4998,4998,0
157957016,157955893,2162698,2162698,1.4670745e-05,6.6582134e-06,1.0156963e-05,-0.0011048097,-0.0010939367,-0.048816204,5013,5013,0
158957635,158956457,2162698,2162698,2.6416094e-06,5.930941e-06,5.602569e-06,-0.0012590952,-0.0010692013,-0.048853833,5002,5002,0
159953073,159952028,2162698,2162698,1.3090903e-05,8.098803e-06,7.5743155e-06,-0.0010625771,-0.0012441465,-0.048850406,4999,4999,0
160953819,160952612,2162698,2162698,7.4287864e-06,1.1922489e-05,1.0726451e-05,-0.0011717429,-0.0012024655,-0.048939735,5011,5011,0
161454000,161452902,2162698,2162698,3.246998e-06,6.1865135e-06,1.1981422e-05,-0.0012049181,-0.001142286,-0.04880644,5009,5009,0
162454583,162453480,2162698,2162698,6.297471e-06,4.258358e-06,4.6667838e-06,-0.0011523367,-0.0011111597,-0.0488462,5007,5007,0
163455149,163454046,2162698,2162698,-5.9909603e-06,7.2614966e-06,7.812063e-06,-0.0011901363,-0.0011816943,-0.04846491,4966,4966,0
169453590,169452513,2162698,2162698,-8.784534e-05,2.2687434e-05,3.6078185e-05,-0.00024052957,-0.0028039066,-0.048062503,4996,4996,0
169953943,169952836,2162698,2162698,-6.408509e-05,1.3519743e-05,1.6718366e-05,-0.0009161041,-0.001450569,-0.048962496,5032,5032,0
170454188,170453093,2162698,2162698,0.00011035142,8.51854e-06,1.2096693e-06,-0.0009709191,-0.0013382513,-0.04882499,5002,5002,0
171454750,171453675,2162698,2162698,-2.746927e-06,4.377099e-06,2.0215079e-05,-0.0010295574,-0.0025506334,-0.04851582,4989,4989,0
171955208,171953977,2162698,2162698,-6.9165864e-05,3.686161e-07,2.0005462e-05,-0.001025088,-0.00086263486,-0.048873097,5016,5016,0
173956173,173955129,2162698,2162698,3.8902755e-05,1.5189369e-05,6.315012e-06,-0.0011029628,-0.0011405665,-0.048855077,5002,5002,0
174956796,174955707,2162698,2162698,1.164385e-05,7.5079224e-06,1.08024415e-05,-0.0010420181,-0.0012753747,-0.048963618,5001,5001,0
175457054,175456011,2162698,2162698,5.373567e-05,7.1892296e-06,6.673674e-06,-0.0011326212,-0.0011559881,-0.04904399,5010,5010,0
176952941,176951872,2162698,2162698,-2.7633912e-05,2.8289053e-06,5.0871845e-06,-0.0011085066,-0.000944721,-0.048967976,5004,5004,0
177953538,177952460,2162698,2162698,4.5248426e-06,6.3156267e-06,7.117062e-06,-0.0010466708,-0.0010750106,-0.048457798,4979,4979,0
181455599,181454494,2162698,2162698,3.4618177e-05,7.0782753e-06,1.5925365e-05,-0.00106553,-0.00096207764,-0.048978433,4999,4999,0
182456126,182455089,2162698,2162698,-2.9449752e-06,1.2978666e-06,8.51539e-06,-0.0011594729,-0.0010399317,-0.048579294,4989,4989,0
186453604,186452417,2162698,2162698,2.3270717e-05,7.786923e-06,1.0870655e-05,-0.0012858674,-0.0008893877,-0.048711676,4980,4980,0
