timestamp,main_state_changes,main_state
484727076,0,0
485227873,0,0
485738913,0,0
486248618,0,0
486748708,0,0
487258224,0,0
487768654,0,0
488279338,0,0
488789152,0,0
489299924,0,0
489800490,0,0
490301479,0,0
490810033,0,0
491310081,0,0
492324708,0,0
493340814,0,0
494352526,0,0
494856062,0,0
495362252,0,0
495862941,0,0
496373482,0,0
496883236,0,0
497383249,0,0
497893493,0,0
498403738,0,0
498913784,0,0
499424047,0,0
499933523,0,0
500444670,0,0
500945477,0,0
501455728,0,0
501965516,0,0
502475963,0,0
502985649,0,0
503496518,0,0
504007614,0,0
504510444,0,0
505017476,0,0
505528012,0,0
506032502,0,0
506536490,0,0
507038923,0,0
507541373,0,0
508042166,0,0
508548050,0,0
509058886,0,0
509559980,0,0
510069209,0,0
510569225,0,0
511070533,0,0
511579782,0,0
512089531,0,0
512589963,0,0
513100717,0,0
513610828,0,0
514120889,0,0
515122540,0,0
515632578,0,0
516142878,0,0
516652864,0,0
517156066,0,0
517663648,0,0
518171728,0,0
518671973,0,0
519674785,0,0
520188655,0,0
520703767,0,0
521207360,0,0
521714784,0,0
522219204,0,0
522725472,0,0
523225655,0,0
523729777,0,0
524235600,0,0
524736834,0,0
525246780,0,0
525747702,0,0
526256590,0,0
526761407,0,0
527276558,0,0
527777587,0,0
528287788,0,0
528796448,0,0
529297325,0,0
529799026,0,0
530307194,0,0
530809601,0,0
531309703,0,0
531817942,0,0
532319219,0,0
532829480,0,0
533329536,0,0
533839777,0,0
534851753,0,0
535351760,0,0
535860676,0,0
536360713,0,0
536865170,0,0
537365205,0,0
537880582,0,0
538391366,0,0
539402796,0,0
539903662,0,0
540412702,0,0
540913537,0,0
541413589,0,0
541917336,0,0
542432508,0,0
542934558,0,0
543443867,0,0
543944542,0,0
544454076,0,0
544959894,0,0
545465516,0,0
545968960,0,0
546473501,0,0
546980228,0,0
547483865,0,0
547993933,0,0
548494743,0,0
548996093,0,0
549496131,0,0
549997338,0,0
550500817,0,0
551007721,0,0
551507750,0,0
552011293,0,0
552519035,0,0
553029481,0,0
553529517,0,0
554552608,0,0
555059776,0,0
555559882,0,0
556070505,0,0
556573307,0,0
557088869,0,0
557591613,0,0
558110246,0,0
558620516,0,0
559121516,0,0
559630824,0,0
560134960,0,0
560640177,0,0
561141653,0,0
561641727,0,0
562152545,0,0
562661977,0,0
563162569,0,0
564183607,0,0
564687738,0,0
565188781,0,0
565692608,0,0
566192629,0,0
566694483,0,0
567197977,0,0
567704538,0,0
568209489,0,0
568715973,0,0
569225701,0,0
569736493,0,0
570246929,0,0
570756651,0,0
571264876,0,0
571774938,0,0
572277490,0,0
572787746,0,0
573295685,0,0
573797478,0,0
574306227,0,0
574807620,0,0
575317480,0,0
575826410,0,0
576328613,0,0
576828662,0,0
577329560,0,0
577839659,0,0
578339888,0,0
578840567,0,0
579344160,0,0
579848965,0,0
580353609,0,0
580870133,0,0
581380086,0,0
581880338,0,0
582381727,0,0
582891647,0,0
583401657,0,0
583911230,0,0
584412659,0,0
584915103,0,0
585431912,0,0
585933532,0,0
586443703,0,0
586952511,0,0
587456439,0,0
587961613,0,0
588472738,0,0
588983245,0,0
589483664,0,0
589992599,0,0
590494834,0,0
590997495,0,0
591513199,0,0
592014782,0,0
592518580,0,0
593025587,0,0
593535623,0,0
594044059,0,0
594545623,0,0
595055934,0,0
595559333,0,0
596066581,0,0
596567679,0,0
597067921,0,0
597577527,0,0
598082051,0,0
598596887,0,0
599107131,0,0
599607605,0,0
600116639,0,0
600619011,0,0
601627068,0,0
602129620,0,0
602637631,0,0
603142867,0,0
603650550,0,0
604158338,0,0
604663353,0,0
605170934,0,0
605680475,0,0
606190033,0,0
606690475,0,0
607191864,0,0
607692045,0,0
608192536,0,0
608702519,0,0
609211916,0,0
609722570,0,0
610222796,0,0
610732653,0,0
611242521,0,0
611752708,0,0
612253483,0,0
612756615,0,0
613264475,0,0
613772372,0,0
614283117,0,0
614783343,0,0
615288980,0,0
615793259,0,0
616299966,0,0
616809755,0,0
617314947,0,0
617820393,0,0
618324485,0,0
618829762,0,0
619344751,0,0
619855927,0,0
620356070,0,0
620864488,0,0
621365505,0,0
621875652,0,0
622378784,0,0
622883612,0,0
623387659,0,0
623896596,0,0
624398004,0,0
624898797,0,0
625406526,0,0
625909594,0,0
626412984,0,0
626914072,0,0
627419599,0,0
627919695,0,0
628424901,0,0
629434541,0,0
629940655,0,0
630446532,0,0
630949343,0,0
631459280,0,0
631965719,0,0
632467693,0,0
632973478,0,0
633477632,0,0
633980517,0,0
634488605,0,0
634990919,0,0
635491088,0,0
635997358,0,0
636505498,0,0
637009663,0,0
637514500,0,0
638024443,0,0
638532740,0,0
639033523,0,0
639540562,0,0
640045527,0,0
640546477,0,0
641047614,0,0
641550484,0,0
642055695,0,0
642557477,0,0
643062261,0,0
643563684,0,0
644071016,0,0
644578989,0,0
645082312,0,0
645584537,0,0
646088683,0,0
646592490,0,0
647095659,0,0
647599656,0,0
648104682,0,0
648611611,0,0
649111813,0,0
649619602,0,0
650129273,0,0
650631713,0,0
651141174,0,0
651650488,0,0
652152083,0,0
652656169,0,0
653160127,0,0
653660710,0,0
654168612,0,0
654671050,0,0
655177470,0,0
655678748,0,0
656182081,0,0
656683953,0,0
657699701,0,0
658199980,0,0
658700564,0,0
659204484,0,0
659711754,0,0
660222483,0,0
660731653,0,0
661241576,0,0
661743626,0,0
662247761,0,0
662752496,0,0
663252952,0,0
663753490,0,0
664254483,0,0
664762798,0,0
665267687,0,0
665770483,0,0
666275699,0,0
666777437,0,0
667278943,0,0
667786490,0,0
668296515,0,0
668806498,0,0
669307654,0,0
669809622,0,0
670316856,0,0
670826921,0,0
671332536,0,0
671833582,0,0
672333561,0,0
672839612,0,0
673341627,0,0
673851664,0,0
674355648,0,0
674859743,0,0
675364629,0,0
675865505,0,0
676370032,0,0
676870507,0,0
677381230,0,0
677882519,0,0
678387619,0,0
678890478,0,0
679390511,0,0
679890887,0,0
680397504,0,0
680898827,0,0
681402966,0,0
681907071,0,0
682413652,0,0
683425481,0,0
683930484,0,0
684440548,0,0
684951730,0,0
685454490,0,0
685958890,0,0
686461484,0,0
686966836,0,0
687476543,0,0
687980531,0,0
688483644,0,0
688988686,0,0
689500599,0,0
690001486,0,0
690507325,0,0
691019295,0,0
692024506,0,0
692532663,0,0
693040557,0,0
693544481,0,0
694055741,0,0
694564534,0,0
695067656,0,0
695576144,0,0
696085604,0,0
697070802,0,0
697573551,0,0
