timestamp,timestamp_sample,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
505224442,505217726,2.6578753,0.024097348,2.6695848,2.694251,2.718432,2.8207197,1.6050609,-7.0263176,-7.546528,-7.292408,-6.7442017,1.8746281,-3.5711117,-4.6869116,-5.510643,-8.205402,28.189959,0.9285962,0.017900975,0.017834255,0.017834255,0.017834255
506224771,506218178,2.894918,0.024106948,2.9073694,2.9296463,2.951436,3.050202,1.86932,-9.485071,-9.915678,-9.600088,-8.813688,-2.5071564,-4.098948,-5.2052827,-6.025081,-8.779808,29.675001,0.9244192,0.018895153,0.018895153,0.018895153,0.018895153
507220770,507218630,-3.082542,0.023551183,-3.069694,-3.049105,-3.02918,-2.934424,2.201918,-11.449667,-11.681322,-11.206041,-9.833868,-9.312288,-2.502945,-3.604268,-4.412781,-7.192725,35.02035,0.9218791,0.01953019,0.01953019,0.01953019,0.01953019
508225583,508219086,-2.8018544,0.021787941,-2.7901986,-2.7695825,-2.7500541,-2.6581504,2.5120244,-11.332378,-11.387699,-10.78941,-8.984758,-16.182018,-3.0007038,-3.9677067,-4.637274,-6.8502636,32.05106,0.9162076,0.02079727,0.021659693,0.022330496,0.019004893
509226282,509219526,-2.39061,0.02074204,-2.3797932,-2.3564134,-2.3348544,-2.2435656,2.9548118,-9.824965,-9.710558,-9.008884,-6.849472,-22.791067,-7.3487225,-8.097361,-8.555859,-9.815447,21.093956,0.91491294,0.01945352,0.021165395,0.025306728,0.019161338
510221871,510219979,-2.0105658,0.021355484,-1.9995873,-1.9729019,-1.949041,-1.8574734,-2.9095886,-10.740723,-10.607302,-9.940426,-7.905749,-26.451458,-9.531006,-10.107399,-10.412533,-10.977573,11.833658,0.9046501,0.021446412,0.021446412,0.031010779,0.021446412
511227006,511220425,-1.5655121,0.01949248,-1.5576768,-1.528931,-1.5041159,-1.4125906,-2.4286373,-8.728601,-8.618368,-8.016536,-6.2258053,-25.551733,-10.9607,-11.378232,-11.5523615,-11.508174,3.4733229,0.89238185,0.021823829,0.023269849,0.041978683,0.020545857
512222972,512220878,-1.3036599,0.019103235,-1.2981691,-1.2697772,-1.2460611,-1.1559076,-2.1459427,-7.9978304,-7.9215403,-7.3855286,-5.8343067,-24.31759,-12.067963,-12.394508,-12.500475,-12.164938,-1.6899414,0.8774811,0.020698402,0.022501616,0.05862048,0.020698402
513223334,513221335,-1.0859385,0.019950867,-1.0814973,-1.0605756,-1.0437396,-0.9598002,-1.966921,-6.084341,-6.00026,-5.489259,-4.024934,-22.529985,-12.888096,-13.149031,-13.209278,-12.688522,-4.8547525,0.8567286,0.020072633,0.02157769,0.081548505,0.020072633
514224099,514221840,-1.1329651,0.019929264,-1.1326187,-1.1120629,-1.095961,-1.0132077,-2.005855,-6.025636,-5.910494,-5.4009757,-3.9284854,-22.652428,-12.806812,-13.036495,-13.078423,-12.514755,-5.3566875,0.81998944,0.022201495,0.022818875,0.1149827,0.020007415
515224452,515222248,-1.0081214,0.019982647,-1.0143489,-0.9876854,-0.9668845,-0.88064027,-1.8247211,-5.417917,-5.3321867,-4.870638,-3.5617228,-20.694616,-14.125668,-14.333839,-14.365362,-13.801542,-7.69089,0.7831508,0.021641182,0.021641182,0.15192571,0.021641182
516229298,516222694,-0.8921352,0.020962922,-0.9035185,-0.8811957,-0.86386037,-0.78146106,-1.7570916,-5.8498387,-5.737939,-5.2770367,-3.9621105,-21.547266,-12.970525,-13.138572,-13.144776,-12.482568,-7.6230707,0.7299501,0.020416796,0.020593517,0.20862286,0.020416796
517225568,517223149,-0.9141844,0.023222137,-0.9334384,-0.91151464,-0.8947876,-0.81356925,-1.7773513,-7.1827316,-7.0521026,-6.5960293,-5.289577,-22.98307,-14.180725,-14.321209,-14.311174,-13.598497,-9.54903,0.6409977,0.022824932,0.022824932,0.29052755,0.022824932
518230208,518223606,-1.0151074,0.024548769,-1.0455148,-1.0247381,-1.0093697,-0.9300087,-1.8788527,-8.969756,-8.745399,-8.233668,-6.7005296,-26.353802,-14.21149,-14.349238,-14.339572,-13.660533,-8.427768,0.5222292,0.024266433,0.024266433,0.4049715,0.024266433
519230784,519224072,-0.87616754,0.021449413,-0.93066436,-0.90538275,-0.8868544,-0.80546755,-1.6967837,-9.124531,-8.907826,-8.420004,-6.959019,-25.695204,-12.188295,-12.325945,-12.318552,-11.695282,-6.4276886,0.39495707,0.02158626,0.02158626,0.54028416,0.02158626
