timestamp,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
13094884,-3.2906547,-3.3787267,26.920729,1.0
13105655,-3.2842996,-3.3722093,26.92216,1.0
13159715,-3.265578,-3.3529747,26.920729,1.0
13170664,-3.2720733,-3.3596604,26.920729,1.0
13181432,-3.2764215,-3.3642774,26.947886,1.0
13192246,-3.2780852,-3.3658493,26.923588,1.0
13203249,-3.2796228,-3.367428,26.923588,1.0
13279021,-3.2707605,-3.3583422,26.920729,1.0
13289782,-3.275951,-3.3636634,26.9193,1.0
13300719,-3.2852125,-3.3731651,26.91787,1.0
13311498,-3.2963977,-3.3846498,26.91787,1.0
13322353,-3.3057652,-3.394268,26.91787,1.0
13333265,-3.3110812,-3.399872,26.943598,1.0
13376549,-3.3137362,-3.4024615,26.915012,1.0
13387348,-3.3161278,-3.405014,26.933592,1.0
13398303,-3.3167493,-3.405579,26.920729,1.0
13409044,-3.3160274,-3.4048219,26.91787,1.0
13419837,-3.3159804,-3.4048464,26.930735,1.0
13463317,-3.3311114,-3.4203217,26.920729,1.0
13474073,-3.3432338,-3.4327605,26.9193,1.0
13506596,-3.3926148,-3.4835382,26.932163,1.0
13517418,-3.4105754,-3.5019972,26.935022,1.0
13528357,-3.4292274,-3.5210736,26.92216,1.0
13560829,-3.4914596,-3.5850172,26.92216,1.0
13571579,-3.5156436,-3.609858,26.923588,1.0
13582427,-3.542167,-3.637101,26.925016,1.0
13593406,-3.5686398,-3.664344,26.935022,1.0
13614945,-3.6236916,-3.7208343,26.93931,1.0
13625833,-3.645923,-3.7435634,26.923588,1.0
13636587,-3.6569285,-3.7548459,26.920729,1.0
13679800,-3.602799,-3.6994498,26.940739,1.0
13690544,-3.5750477,-3.6708407,26.92216,1.0
13701451,-3.5454059,-3.6404047,26.92216,1.0
13712323,-3.5141242,-3.6083603,26.942167,1.0
13733952,-3.4371836,-3.5293229,26.936451,1.0
13744838,-3.392811,-3.4836946,26.925016,1.0
13799179,-3.1404433,-3.22463,26.927876,1.0
13809974,-3.0867374,-3.1694164,26.915012,1.0
13820946,-3.0305357,-3.1118817,26.95503,1.0
13842506,-2.913921,-2.991966,26.920729,1.0
13853501,-2.8531444,-2.9296033,26.929304,1.0
13907459,-2.5408819,-2.6090448,26.943598,1.0
13918743,-2.4869955,-2.5538163,26.967894,1.0
13929515,-2.4345326,-2.4998336,26.940739,1.0
13940258,-2.3850162,-2.4489424,26.929304,1.0
13951071,-2.3396676,-2.4024413,26.945026,1.0
14005201,-2.1392124,-2.1967068,26.97504,1.0
14016135,-2.1017582,-2.1581738,26.95503,1.0
14026885,-2.0733352,-2.1290388,26.969324,1.0
14037646,-2.0593438,-2.11469,26.969324,1.0
14048589,-2.0622027,-2.11756,26.950743,1.0
14059377,-2.0773458,-2.1331909,26.973612,1.0
14113579,-2.241619,-2.3018062,26.95503,1.0
